reservation_id,full_name,email,domain_email,reservation_date,payment_date,start_date,end_date,total_price,currency,provider,payment_status
17,Gaman Puspasari,gamanpuspasari@gmail.com,gmail.com,2017-06-06 08:22:02.355,Tidak Ada Data,2017-07-04 16:06:26.397,2017-07-12 10:05:21.329,9000000.0,IDR,Permata,Waiting
18,Vinsen Firgantoro,vinsenfirgantoro@yahoo.com,yahoo.com,2022-01-17 13:29:51.692,Tidak Ada Data,2022-02-07 12:28:06.762,2022-02-08 11:52:06.738,9000000.0,IDR,Ovo,Failed
19,Patricia Sitorus,patriciasitorus@hotmail.com,hotmail.com,2020-08-13 20:21:31.063,2020-08-13 21:31:51.720690,2020-08-18 00:19:21.200,2020-08-24 04:34:42.924,7000000.0,IDR,Permata,Success
20,Harjo Pradipta,harjopradipta@hotmail.com,hotmail.com,2019-04-23 11:58:46.607,2019-04-29 02:30:35.993787,2019-05-04 07:50:25.941,2019-05-18 08:54:34.931,3000000.0,IDR,BRI,Success
21,Luwes Hartati,luweshartati@hotmail.com,hotmail.com,2016-06-26 06:47:03.764,2016-07-05 21:12:14.843462,2016-07-23 13:34:21.552,2016-07-29 18:20:29.959,13000000.0,IDR,BCA,Success
22,Ajiono Susanti,ajionosusanti@gmail.com,gmail.com,2022-09-01 07:42:32.238,2022-09-14 04:05:25.125170,2022-09-22 05:26:27.455,2022-10-01 16:01:30.589,7000000.0,IDR,BSI,Success
23,Atma Simbolon,atmasimbolon@gmail.com,gmail.com,2015-12-21 23:01:46.236,Tidak Ada Data,2015-12-27 08:40:25.543,2016-01-10 02:29:46.762,1000000.0,IDR,Mandiri,Waiting
24,Hilda Suwarno,hildasuwarno@gmail.com,gmail.com,2018-04-21 08:04:52.321,2018-04-22 10:35:56.072920,2018-04-23 08:43:05.754,2018-04-26 07:02:52.032,1000000.0,IDR,Dana,Success
25,Bakiadi Siregar,bakiadisiregar@hotmail.com,hotmail.com,2018-01-22 09:50:23.984,Tidak Ada Data,2018-01-23 00:35:29.432,2018-01-24 09:14:37.657,9000000.0,IDR,Ovo,Waiting
26,Hardi Iswahyudi,hardiiswahyudi@hotmail.com,hotmail.com,2022-07-07 15:46:19.380,2022-07-15 21:16:23.550955,2022-07-18 12:52:41.212,2022-07-21 04:14:18.331,1000000.0,IDR,Ovo,Success
74,Taswir Waskita,taswirwaskita@gmail.com,gmail.com,2015-01-01 20:02:38.637,2015-01-06 18:04:12.385422,2015-01-13 20:28:42.341,2015-01-16 14:11:13.172,13000000.0,IDR,BCA,Success
54,Luluh Damanik,luluhdamanik@yahoo.com,yahoo.com,2015-05-30 19:52:12.992,2015-05-31 20:07:04.540371,2015-06-12 11:54:49.849,2015-06-16 06:26:04.424,3000000.0,IDR,Permata,Success
187,Ikhsan Hidayat,ikhsanhidayat@gmail.com,gmail.com,2022-03-29 18:30:16.546,2022-04-28 07:56:35.947174,2022-04-28 08:10:31.081,2022-05-01 12:00:42.027,15000000.0,IDR,BCA,Success
27,Galuh Dongoran,galuhdongoran@gmail.com,gmail.com,2023-09-18 08:49:42.079,2023-09-23 08:40:39.730816,2023-09-24 01:16:48.101,2023-09-29 05:14:18.458,5000000.0,IDR,Mandiri,Success
28,Daru Latupono,darulatupono@hotmail.com,hotmail.com,2017-02-04 01:48:49.112,2017-02-05 15:32:32.753439,2017-02-18 06:59:20.424,2017-03-01 01:22:47.384,7000000.0,IDR,Mandiri,Success
29,Dono Habibi,donohabibi@gmail.com,gmail.com,2023-01-23 21:21:15.594,2023-01-28 12:45:00.348000,2023-01-31 03:41:40.888,2023-02-04 20:35:54.244,9000000.0,IDR,Permata,Success
30,Irwan Salahudin,irwansalahudin@yahoo.com,yahoo.com,2022-10-11 00:17:26.658,Tidak Ada Data,2022-10-24 00:18:02.325,2022-11-06 10:17:12.147,9000000.0,IDR,BNI,Failed
31,Shania Oktaviani,shaniaoktaviani@gmail.com,gmail.com,2017-04-09 12:00:56.367,2017-05-01 20:28:13.755565,2017-05-09 08:51:12.372,2017-05-18 02:10:22.277,13000000.0,IDR,BRI,Success
32,Jamil Mustofa,jamilmustofa@hotmail.com,hotmail.com,2015-04-14 05:17:11.713,2015-04-19 16:25:57.795156,2015-04-23 08:29:01.599,2015-04-28 07:28:22.808,13000000.0,IDR,Mandiri,Success
33,Lega Hastuti,legahastuti@hotmail.com,hotmail.com,2019-06-16 19:08:20.417,Tidak Ada Data,2019-07-04 21:42:17.104,2019-07-17 05:40:12.946,1000000.0,IDR,BSI,Failed
34,Siti Winarsih,sitiwinarsih@yahoo.com,yahoo.com,2022-06-14 09:19:03.923,2022-06-29 04:45:09.569007,2022-07-03 02:19:06.766,2022-07-09 06:55:25.491,15000000.0,IDR,BNI,Success
35,Saka Hutagalung,sakahutagalung@gmail.com,gmail.com,2021-03-05 10:58:32.467,2021-03-08 00:19:09.674313,2021-04-02 21:35:18.446,2021-04-13 16:10:24.464,5000000.0,IDR,BNI,Success
146,Salimah Sihombing,salimahsihombing@hotmail.com,hotmail.com,2017-03-20 08:12:50.173,2017-04-10 19:59:18.441268,2017-04-16 11:33:13.071,2017-04-24 12:39:27.505,7000000.0,IDR,BRI,Success
36,Bagiya Wacana,bagiyawacana@yahoo.com,yahoo.com,2019-01-03 17:52:01.668,2019-01-05 08:33:46.361318,2019-01-09 02:25:55.280,2019-01-23 03:26:26.231,5000000.0,IDR,BCA,Success
37,Rahmi Rajata,rahmirajata@hotmail.com,hotmail.com,2021-02-13 22:25:33.448,2021-02-22 23:33:09.517954,2021-03-07 10:41:32.072,2021-03-14 01:28:56.270,13000000.0,IDR,Permata,Success
38,Daniswara Napitupulu,daniswaranapitupulu@gmail.com,gmail.com,2023-08-08 01:09:27.000,2023-08-23 00:36:18.891850,2023-09-01 14:07:51.339,2023-09-03 15:15:20.806,7000000.0,IDR,BSI,Success
39,Martana Hasanah,martanahasanah@gmail.com,gmail.com,2023-03-01 05:38:16.308,Tidak Ada Data,2023-03-10 01:12:22.026,2023-03-14 20:40:34.452,1000000.0,IDR,BNI,Waiting
40,Daruna Mangunsong,darunamangunsong@gmail.com,gmail.com,2023-12-12 16:16:55.198,Tidak Ada Data,2023-12-25 09:52:31.666,2024-01-01 15:02:34.230,13000000.0,IDR,Mandiri,Failed
41,Wardi Yuliarti,wardiyuliarti@hotmail.com,hotmail.com,2020-02-25 22:07:05.288,2020-02-27 10:00:13.749346,2020-02-28 04:37:35.641,2020-03-05 07:37:11.335,11000000.0,IDR,Dana,Success
42,Warsita Simanjuntak,warsitasimanjuntak@gmail.com,gmail.com,2022-07-31 18:19:08.357,2022-08-12 06:55:05.659188,2022-08-24 09:26:35.508,2022-08-30 18:06:49.685,9000000.0,IDR,Permata,Success
43,Jaga Hutasoit,jagahutasoit@gmail.com,gmail.com,2016-03-06 18:53:25.915,2016-03-15 12:39:13.901383,2016-04-05 14:50:43.437,2016-04-18 19:59:10.473,9000000.0,IDR,Permata,Success
44,Halima Nugroho,halimanugroho@gmail.com,gmail.com,2020-07-04 20:20:12.584,2020-07-28 08:11:48.573162,2020-07-30 06:38:43.895,2020-08-04 07:43:35.439,15000000.0,IDR,Dana,Success
45,Bahuwarna Yuniar,bahuwarnayuniar@gmail.com,gmail.com,2022-11-12 17:09:26.653,2022-11-16 11:46:45.890529,2022-11-26 16:05:43.658,2022-12-06 13:48:41.602,15000000.0,IDR,BRI,Success
46,Hadi Laksmiwati,hadilaksmiwati@yahoo.com,yahoo.com,2019-07-27 11:13:01.769,2019-08-13 02:30:29.381232,2019-08-20 00:39:27.665,2019-08-27 03:26:56.672,1000000.0,IDR,Dana,Success
47,Purwadi Prabowo,purwadiprabowo@hotmail.com,hotmail.com,2023-11-24 08:49:25.301,2023-11-26 00:37:55.621649,2023-12-16 06:31:35.617,2023-12-18 00:32:03.895,13000000.0,IDR,Ovo,Success
48,Capa Zulaika,capazulaika@gmail.com,gmail.com,2020-11-14 14:46:44.638,2020-11-20 18:33:57.224326,2020-11-25 15:59:37.295,2020-12-04 11:11:49.825,9000000.0,IDR,BCA,Success
147,Lantar Suryono,lantarsuryono@yahoo.com,yahoo.com,2021-04-18 22:04:54.571,2021-04-23 16:18:27.078322,2021-05-11 13:05:54.158,2021-05-15 12:37:23.959,15000000.0,IDR,Ovo,Success
49,Drajat Nainggolan,drajatnainggolan@yahoo.com,yahoo.com,2021-09-11 04:17:09.909,2021-09-30 22:51:39.392363,2021-10-02 02:48:59.764,2021-10-04 09:03:50.491,13000000.0,IDR,Dana,Success
50,Gaiman Jailani,gaimanjailani@yahoo.com,yahoo.com,2021-04-19 12:40:39.429,Tidak Ada Data,2021-05-03 19:49:22.287,2021-05-15 14:41:12.108,9000000.0,IDR,Dana,Waiting
51,Najib Napitupulu,najibnapitupulu@yahoo.com,yahoo.com,2023-06-08 01:26:46.924,2023-06-10 08:09:57.495218,2023-07-02 21:50:33.150,2023-07-05 23:14:26.840,5000000.0,IDR,Permata,Success
52,Dipa Damanik,dipadamanik@gmail.com,gmail.com,2021-11-11 08:39:20.172,2021-11-14 13:20:46.221819,2021-11-26 11:07:51.214,2021-12-02 01:27:06.765,3000000.0,IDR,Dana,Success
55,Wani Melani,wanimelani@hotmail.com,hotmail.com,2018-11-25 03:42:50.222,2018-12-14 17:32:02.951623,2018-12-19 04:32:43.135,2018-12-25 13:26:34.594,1000000.0,IDR,BNI,Success
56,Citra Namaga,citranamaga@gmail.com,gmail.com,2019-06-19 12:59:16.852,Tidak Ada Data,2019-06-21 16:11:44.478,2019-07-03 03:20:21.178,13000000.0,IDR,Dana,Waiting
57,Martani Hastuti,martanihastuti@gmail.com,gmail.com,2020-04-14 06:43:04.995,2020-04-14 12:15:04.336920,2020-04-18 06:13:07.614,2020-04-28 01:30:25.905,15000000.0,IDR,BSI,Success
58,Cengkal Halim,cengkalhalim@yahoo.com,yahoo.com,2022-01-04 18:59:02.384,Tidak Ada Data,2022-01-29 23:14:13.514,2022-02-12 18:27:39.555,11000000.0,IDR,BCA,Waiting
59,Oni Wijayanti,oniwijayanti@hotmail.com,hotmail.com,2017-11-07 03:15:54.769,2017-11-11 03:42:20.481068,2017-11-13 17:15:11.355,2017-11-26 14:54:23.660,15000000.0,IDR,Mandiri,Success
60,Galuh Hastuti,galuhhastuti@yahoo.com,yahoo.com,2023-04-14 14:31:25.836,2023-04-15 19:37:12.782132,2023-04-16 04:38:12.455,2023-04-27 21:32:52.093,5000000.0,IDR,BRI,Success
61,Violet Waluyo,violetwaluyo@yahoo.com,yahoo.com,2019-03-12 08:08:26.590,2019-03-18 21:20:10.362002,2019-04-03 22:53:23.095,2019-04-15 16:47:19.192,13000000.0,IDR,BSI,Success
242,Darmaji Prakasa,darmajiprakasa@hotmail.com,hotmail.com,2018-05-10 19:17:48.392,2018-05-21 01:42:20.735127,2018-06-08 20:48:03.780,2018-06-18 16:54:02.135,13000000.0,IDR,BRI,Success
62,Heryanto Siregar,heryantosiregar@hotmail.com,hotmail.com,2016-06-22 16:38:50.950,2016-06-25 07:11:03.340820,2016-07-01 17:54:37.944,2016-07-08 15:56:10.137,1000000.0,IDR,Ovo,Success
63,Waluyo Novitasari,waluyonovitasari@gmail.com,gmail.com,2019-07-19 19:50:30.042,2019-07-28 11:05:08.955412,2019-08-03 05:39:22.799,2019-08-08 07:20:51.729,1000000.0,IDR,BNI,Success
64,Febi Marpaung,febimarpaung@hotmail.com,hotmail.com,2015-11-13 17:41:50.517,2015-11-18 22:08:04.793063,2015-11-20 06:28:29.081,2015-11-25 13:51:50.784,9000000.0,IDR,Dana,Success
77,Parman Palastri,parmanpalastri@yahoo.com,yahoo.com,2023-12-02 06:24:32.303,2023-12-06 22:13:51.614654,2023-12-18 11:04:15.189,2023-12-27 16:15:27.946,3000000.0,IDR,Permata,Success
65,Wisnu Nababan,wisnunababan@yahoo.com,yahoo.com,2016-02-03 21:14:16.776,Tidak Ada Data,2016-03-03 18:51:54.191,2016-03-10 11:22:30.663,11000000.0,IDR,Dana,Failed
66,Citra Halim,citrahalim@gmail.com,gmail.com,2019-10-13 01:32:24.656,Tidak Ada Data,2019-10-14 14:03:46.277,2019-10-18 20:21:48.403,11000000.0,IDR,BRI,Waiting
67,Clara Salahudin,clarasalahudin@yahoo.com,yahoo.com,2022-08-21 11:22:52.970,Tidak Ada Data,2022-09-08 18:50:59.286,2022-09-21 05:37:19.609,3000000.0,IDR,Permata,Failed
68,Gangsa Hastuti,gangsahastuti@yahoo.com,yahoo.com,2019-10-27 19:21:51.643,Tidak Ada Data,2019-10-31 02:42:12.650,2019-11-12 15:40:38.202,3000000.0,IDR,Ovo,Failed
69,Samiah Agustina,samiahagustina@yahoo.com,yahoo.com,2017-06-23 17:53:23.173,2017-06-28 04:34:19.252113,2017-06-29 17:37:30.305,2017-07-13 17:56:32.625,13000000.0,IDR,Mandiri,Success
70,Latika Pratama,latikapratama@yahoo.com,yahoo.com,2016-10-05 05:56:58.742,2016-10-12 00:28:15.222130,2016-11-02 18:51:32.716,2016-11-14 07:52:37.219,1000000.0,IDR,Dana,Success
71,Sadina Iswahyudi,sadinaiswahyudi@yahoo.com,yahoo.com,2022-06-22 12:25:56.641,2022-06-29 01:22:52.919556,2022-07-04 23:09:59.988,2022-07-11 15:12:05.013,5000000.0,IDR,BSI,Success
72,Kanda Kurniawan,kandakurniawan@hotmail.com,hotmail.com,2016-02-03 14:22:04.975,2016-02-07 00:26:54.307496,2016-02-11 15:01:20.193,2016-02-19 12:27:01.926,9000000.0,IDR,Permata,Success
73,Maryanto Padmasari,maryantopadmasari@gmail.com,gmail.com,2021-01-03 22:55:57.253,2021-01-04 10:40:52.597047,2021-01-04 13:54:49.421,2021-01-11 06:44:54.332,13000000.0,IDR,BNI,Success
243,Ikhsan Fujiati,ikhsanfujiati@yahoo.com,yahoo.com,2021-10-18 10:33:13.811,Tidak Ada Data,2021-10-22 01:37:20.262,2021-10-25 22:35:25.866,9000000.0,IDR,BNI,Waiting
75,Kusuma Natsir,kusumanatsir@gmail.com,gmail.com,2019-04-15 02:11:34.600,Tidak Ada Data,2019-04-19 20:22:23.677,2019-05-02 20:19:05.943,11000000.0,IDR,Ovo,Failed
76,Lega Hariyah,legahariyah@gmail.com,gmail.com,2020-06-26 18:12:07.134,2020-07-02 16:13:11.932542,2020-07-17 17:38:17.101,2020-07-18 04:38:06.351,9000000.0,IDR,BRI,Success
78,Jarwadi Uyainah,jarwadiuyainah@hotmail.com,hotmail.com,2015-05-05 18:18:32.102,Tidak Ada Data,2015-05-27 12:30:12.943,2015-06-02 13:25:32.198,9000000.0,IDR,BSI,Failed
79,Alika Kuswoyo,alikakuswoyo@gmail.com,gmail.com,2017-12-01 08:31:21.174,2017-12-08 05:25:19.282480,2017-12-30 18:38:36.992,2018-01-06 02:19:55.055,9000000.0,IDR,Dana,Success
80,Kalim Maryadi,kalimmaryadi@gmail.com,gmail.com,2015-04-16 10:51:46.242,2015-04-17 18:52:42.263507,2015-04-24 16:40:22.687,2015-05-05 08:05:52.026,15000000.0,IDR,BRI,Success
81,Tomi Iswahyudi,tomiiswahyudi@yahoo.com,yahoo.com,2019-06-19 03:53:30.982,2019-06-19 07:26:25.436623,2019-06-20 09:32:49.233,2019-07-01 05:31:17.860,5000000.0,IDR,BSI,Success
82,Gada Padmasari,gadapadmasari@gmail.com,gmail.com,2015-07-26 01:32:33.425,2015-08-03 14:06:09.588340,2015-08-04 23:55:12.720,2015-08-07 11:07:10.301,15000000.0,IDR,Ovo,Success
83,Hendri Hidayat,hendrihidayat@hotmail.com,hotmail.com,2020-02-12 02:23:36.847,2020-02-21 00:55:12.000211,2020-03-10 21:05:40.467,2020-03-16 20:44:35.590,1000000.0,IDR,Mandiri,Success
84,Tedi Purnawati,tedipurnawati@yahoo.com,yahoo.com,2021-09-22 13:03:19.304,Tidak Ada Data,2021-10-21 17:02:15.577,2021-11-01 03:10:22.526,9000000.0,IDR,BSI,Failed
276,Cawisadi Kuswandari,cawisadikuswandari@yahoo.com,yahoo.com,2019-12-05 04:52:43.045,2019-12-05 05:02:46.118407,2019-12-07 22:40:42.955,2019-12-14 05:54:10.445,11000000.0,IDR,BRI,Success
85,Parman Laksita,parmanlaksita@hotmail.com,hotmail.com,2017-09-01 07:43:56.833,Tidak Ada Data,2017-09-21 08:23:18.169,2017-09-27 20:12:05.231,3000000.0,IDR,BSI,Failed
86,Irfan Maryadi,irfanmaryadi@gmail.com,gmail.com,2022-06-25 18:25:26.577,2022-06-26 10:53:36.921245,2022-06-27 17:39:58.972,2022-07-02 20:36:45.339,11000000.0,IDR,Permata,Success
87,Hesti Prasasta,hestiprasasta@yahoo.com,yahoo.com,2016-05-05 02:22:51.673,2016-05-09 04:43:16.673477,2016-05-23 07:56:07.111,2016-05-24 15:23:18.541,7000000.0,IDR,BRI,Success
88,Dimas Permadi,dimaspermadi@gmail.com,gmail.com,2023-11-04 22:23:45.053,2023-11-10 07:06:09.877160,2023-11-10 18:03:50.074,2023-11-15 23:39:58.331,7000000.0,IDR,BCA,Success
89,Najib Firmansyah,najibfirmansyah@hotmail.com,hotmail.com,2017-06-02 04:07:30.533,Tidak Ada Data,2017-06-18 21:27:53.264,2017-06-19 02:09:31.489,13000000.0,IDR,Permata,Failed
90,Oni Wijayanti,oniwijayanti@hotmail.com,hotmail.com,2016-11-22 00:51:07.325,2016-12-07 08:09:32.799865,2016-12-15 01:03:47.632,2016-12-23 23:54:02.631,7000000.0,IDR,Mandiri,Success
91,Dartono Budiyanto,dartonobudiyanto@gmail.com,gmail.com,2020-05-11 17:36:18.699,2020-05-12 05:16:15.834908,2020-05-18 06:31:50.530,2020-05-19 14:32:10.557,9000000.0,IDR,BNI,Success
92,Lala Widodo,lalawidodo@yahoo.com,yahoo.com,2020-04-18 01:35:58.713,Tidak Ada Data,2020-05-14 09:29:03.113,2020-05-28 20:25:48.968,1000000.0,IDR,Dana,Failed
93,Jindra Handayani,jindrahandayani@hotmail.com,hotmail.com,2021-09-10 19:15:55.904,2021-09-15 06:34:49.551255,2021-09-19 15:53:29.023,2021-09-23 04:13:10.913,11000000.0,IDR,Dana,Success
94,Sadina Iswahyudi,sadinaiswahyudi@yahoo.com,yahoo.com,2017-08-06 21:22:30.160,2017-08-09 20:23:13.769201,2017-09-05 02:41:10.294,2017-09-19 14:00:41.667,11000000.0,IDR,Dana,Success
95,Adhiarja Sirait,adhiarjasirait@gmail.com,gmail.com,2017-10-16 18:54:16.260,2017-10-17 20:06:21.595450,2017-11-02 20:23:54.866,2017-11-10 17:47:00.903,5000000.0,IDR,Ovo,Success
96,Nabila Wulandari,nabilawulandari@gmail.com,gmail.com,2016-01-02 23:26:30.978,2016-01-08 04:26:10.318807,2016-01-18 15:53:37.992,2016-01-25 12:35:00.740,15000000.0,IDR,Dana,Success
379,Prabowo Manullang,prabowomanullang@yahoo.com,yahoo.com,2022-08-16 08:57:22.463,2022-08-17 02:10:06.371427,2022-08-21 17:21:48.899,2022-08-29 21:54:33.443,13000000.0,IDR,Mandiri,Success
97,Digdaya Salahudin,digdayasalahudin@gmail.com,gmail.com,2017-11-19 06:59:16.928,2017-11-22 01:42:36.010233,2017-12-03 05:35:37.078,2017-12-07 07:37:52.288,9000000.0,IDR,Ovo,Success
98,Sarah Saptono,sarahsaptono@yahoo.com,yahoo.com,2017-11-29 19:41:06.889,Tidak Ada Data,2017-12-09 12:07:29.771,2017-12-11 22:01:05.144,9000000.0,IDR,BCA,Waiting
99,Eluh Rahimah,eluhrahimah@gmail.com,gmail.com,2017-09-09 20:29:02.526,2017-09-16 05:54:25.615111,2017-10-08 18:03:37.462,2017-10-09 07:45:30.998,9000000.0,IDR,BNI,Success
122,Martani Hastuti,martanihastuti@gmail.com,gmail.com,2016-02-09 07:13:13.610,2016-02-27 03:00:38.510181,2016-03-05 23:45:39.355,2016-03-11 15:34:03.475,7000000.0,IDR,Mandiri,Success
100,Cawisadi Kuswandari,cawisadikuswandari@yahoo.com,yahoo.com,2020-12-11 02:17:47.363,Tidak Ada Data,2021-01-05 01:47:16.102,2021-01-15 23:28:14.666,9000000.0,IDR,BRI,Failed
101,Martaka Januar,martakajanuar@hotmail.com,hotmail.com,2021-11-10 16:26:52.984,Tidak Ada Data,2021-11-17 19:24:15.874,2021-11-28 14:53:41.228,7000000.0,IDR,Ovo,Failed
102,Shakila Usamah,shakilausamah@gmail.com,gmail.com,2018-10-20 20:38:00.445,2018-11-02 08:47:58.713702,2018-11-16 18:14:40.984,2018-11-19 15:06:00.984,11000000.0,IDR,BRI,Success
103,Zahra Irawan,zahrairawan@gmail.com,gmail.com,2018-02-06 09:39:18.029,2018-02-14 19:33:07.335973,2018-02-18 06:13:45.235,2018-02-24 09:44:49.494,15000000.0,IDR,BSI,Success
193,Luwes Hartati,luweshartati@hotmail.com,hotmail.com,2015-12-15 21:47:43.255,2015-12-25 00:50:38.585410,2016-01-04 12:03:11.355,2016-01-15 05:05:11.582,13000000.0,IDR,Dana,Success
104,Gabriella Suryatmi,gabriellasuryatmi@hotmail.com,hotmail.com,2018-01-09 01:19:20.714,2018-01-22 00:29:12.397426,2018-02-04 22:31:48.537,2018-02-09 09:59:41.577,7000000.0,IDR,Permata,Success
105,Jarwa Prastuti,jarwaprastuti@hotmail.com,hotmail.com,2016-06-19 06:42:31.534,2016-07-02 18:03:58.500839,2016-07-04 19:05:01.717,2016-07-18 00:17:25.065,1000000.0,IDR,BRI,Success
106,Digdaya Salahudin,digdayasalahudin@gmail.com,gmail.com,2017-03-14 19:30:18.709,Tidak Ada Data,2017-03-16 08:25:49.194,2017-03-19 13:52:12.568,3000000.0,IDR,Mandiri,Failed
107,Bakda Yulianti,bakdayulianti@gmail.com,gmail.com,2015-06-30 17:43:48.973,2015-07-02 14:04:26.966531,2015-07-03 01:12:22.413,2015-07-12 06:58:14.322,7000000.0,IDR,BRI,Success
108,Edison Pradana,edisonpradana@gmail.com,gmail.com,2016-11-28 06:13:00.334,2016-11-28 18:45:34.751681,2016-12-04 21:40:25.070,2016-12-15 07:23:03.390,13000000.0,IDR,BNI,Success
188,Digdaya Salahudin,digdayasalahudin@gmail.com,gmail.com,2023-11-12 09:13:05.887,2023-11-21 12:34:46.036125,2023-11-25 15:58:03.148,2023-12-07 12:29:59.283,3000000.0,IDR,BRI,Success
109,Banawi Hartati,banawihartati@gmail.com,gmail.com,2023-07-31 01:31:58.757,2023-08-07 21:04:13.921606,2023-08-10 09:33:37.996,2023-08-24 12:01:50.544,11000000.0,IDR,Dana,Success
110,Wirda Mardhiyah,wirdamardhiyah@hotmail.com,hotmail.com,2019-12-22 10:09:42.031,2019-12-23 20:53:00.975248,2019-12-30 08:55:46.425,2019-12-31 05:58:20.923,13000000.0,IDR,Ovo,Success
111,Catur Budiyanto,caturbudiyanto@yahoo.com,yahoo.com,2016-08-23 07:21:25.466,2016-09-06 23:26:02.418191,2016-09-11 22:56:03.510,2016-09-16 01:54:14.865,7000000.0,IDR,BNI,Success
112,Anastasia Prasasta,anastasiaprasasta@gmail.com,gmail.com,2023-08-30 10:18:18.229,2023-09-03 03:28:41.011147,2023-09-19 02:26:55.706,2023-09-21 06:18:42.508,13000000.0,IDR,Permata,Success
113,Laila Siregar,lailasiregar@gmail.com,gmail.com,2018-01-31 01:01:06.153,2018-02-01 11:30:54.222723,2018-02-01 21:17:14.499,2018-02-10 15:22:41.086,11000000.0,IDR,BSI,Success
114,Intan Latupono,intanlatupono@gmail.com,gmail.com,2018-02-18 11:50:45.626,Tidak Ada Data,2018-03-13 03:18:42.432,2018-03-16 07:28:40.450,3000000.0,IDR,BCA,Waiting
115,Kenes Pangestu,kenespangestu@hotmail.com,hotmail.com,2020-10-01 20:34:20.431,2020-10-04 14:31:20.776764,2020-10-28 11:20:04.777,2020-11-08 10:33:46.605,1000000.0,IDR,BRI,Success
